2012-01-04,10.67,10.44,10.90,10.42,177854,342808352.00,4.52,-1.60,-0.17,0.29
2012-01-05,10.42,10.52,10.90,10.35,169550,326208704.00,5.27,0.77,0.08,0.27
2012-01-06,10.54,10.63,10.66,10.44,131295,251620051.00,2.09,1.05,0.11,0.21
2012-01-09,10.72,11.13,11.18,10.23,197712,381814736.00,8.94,4.70,0.50,0.32
2012-01-10,10.99,11.80,11.85,10.99,227956,459966416.00,7.73,6.02,0.67,0.37
2012-01-11,11.85,11.60,11.97,11.42,119071,240940941.00,4.66,-1.69,-0.20,0.19
2012-01-12,11.60,11.43,12.00,11.31,121850,246366998.00,5.95,-1.47,-0.17,0.20
2012-01-13,11.44,11.35,11.58,11.18,107660,214835567.00,3.50,-0.70,-0.08,0.17
2012-01-16,11.21,11.25,11.61,11.08,82926,165674793.00,4.67,-0.88,-0.10,0.13
2012-01-17,11.20,12.08,12.21,10.70,236587,476449536.00,13.42,7.38,0.83,0.38
2012-01-18,11.95,11.90,12.55,11.89,213588,445515888.00,5.46,-1.49,-0.18,0.34
2012-01-19,12.18,12.62,12.65,11.98,193202,406644464.00,5.63,6.05,0.72,0.31
2012-01-20,12.51,13.24,13.33,12.51,295903,642297088.00,6.50,4.91,0.62,0.48
2012-01-30,13.23,12.51,13.25,12.48,235360,505017504.00,5.82,-5.51,-0.73,0.38
2012-01-31,12.51,12.41,12.83,12.29,109775,232824668.00,4.32,-0.80,-0.10,0.18
2012-02-01,12.40,12.05,12.53,11.95,110357,230467797.00,4.67,-2.90,-0.36,0.18
2012-02-02,12.20,12.81,12.89,11.91,197148,413897152.00,8.13,6.31,0.76,0.32
2012-02-03,12.79,13.26,13.47,12.67,295340,642831168.00,6.25,3.51,0.45,0.48
2012-02-06,13.29,12.76,13.37,12.45,184679,395124064.00,6.94,-3.77,-0.50,0.30
2012-02-07,12.55,12.19,12.68,11.98,180322,375002704.00,5.49,-4.47,-0.57,0.29
2012-02-08,12.04,13.15,13.30,12.04,211337,453044720.00,10.34,7.88,0.96,0.34
2012-02-09,13.08,12.66,13.14,12.60,171503,368419728.00,4.11,-3.73,-0.49,0.28
2012-02-10,12.60,13.01,13.24,12.48,183528,395183280.00,6.00,2.76,0.35,0.30
2012-02-13,12.56,12.81,13.20,12.31,199731,424964608.00,6.84,-1.54,-0.20,0.32
2012-02-14,12.70,12.23,12.70,12.00,316958,659629280.00,5.46,-4.53,-0.58,0.51
2012-02-15,12.09,12.40,12.65,12.00,217685,456974496.00,5.31,1.39,0.17,0.35
2012-02-16,12.25,12.18,12.35,12.05,217195,451226992.00,2.42,-1.77,-0.22,0.35
2012-02-17,12.39,12.23,12.50,12.14,136702,286170448.00,2.96,0.41,0.05,0.22
2012-02-20,12.60,12.41,12.95,12.35,258247,548777168.00,4.91,1.47,0.18,0.42
2012-02-21,12.45,12.73,12.77,12.27,112084,236626305.00,4.03,2.58,0.32,0.18
